begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
2017-03-20,139.770000,140.340000,142.308200,137.600000,88737188,reg,False,FB
2017-03-27,139.050000,142.050000,142.950000,138.770000,67889816,reg,False,FB
2017-04-03,141.910000,140.780000,143.440000,140.240000,70592385,reg,False,FB
2017-04-10,141.000000,139.390000,141.430000,138.810000,48255523,reg,False,FB
2017-04-17,139.760000,143.680000,144.250000,139.750000,70241246,reg,False,FB
2017-04-24,144.960000,150.250000,151.530000,144.340000,86497017,reg,False,FB
2017-05-01,151.720000,150.240000,153.600000,148.720000,130245167,reg,False,FB
2017-05-08,150.730000,150.330000,152.590000,148.860000,66802090,reg,False,FB
2017-05-15,150.110000,148.060000,151.480000,144.421600,97135002,reg,False,FB
2017-05-22,148.080000,152.130000,152.590000,147.250000,78232754,reg,False,FB
2017-05-29,151.800000,153.610000,153.630000,150.300000,62634889,reg,False,FB
2017-06-05,153.650000,149.600000,155.590000,146.610000,91421288,reg,False,FB
2017-06-12,147.970000,150.640000,152.400000,144.560000,116338858,reg,False,FB
2017-06-19,152.000000,155.070000,155.200000,151.710000,79842661,reg,False,FB
2017-06-26,156.200000,150.980000,156.500000,148.917500,95769025,reg,False,FB
2017-07-03,151.720000,151.440000,152.150000,147.800000,56764758,reg,False,FB
2017-07-10,151.650000,159.970000,160.320000,151.510000,80086247,reg,False,FB
2017-07-17,160.250000,164.430000,165.700000,158.810000,96122497,reg,False,FB
2017-07-24,164.640000,172.450000,175.490000,163.861900,161455340,reg,False,FB
2017-07-31,172.000000,169.620000,172.720000,166.910000,78869244,reg,False,FB
2017-08-07,169.950000,168.080000,173.050000,166.850000,72620251,reg,False,FB
2017-08-14,170.080000,167.410000,171.500000,166.210000,69772995,reg,False,FB
2017-08-21,167.160000,166.320000,169.870000,165.820000,59799833,reg,False,FB
2017-08-28,166.890000,172.020000,172.915000,165.000000,59717074,reg,False,FB
2017-09-04,171.200000,170.950000,173.490000,169.550000,56175455,reg,False,FB
2017-09-11,172.410000,171.640000,174.000000,170.260000,63953856,reg,False,FB
2017-09-18,171.850000,170.540000,173.050000,169.220000,61645283,reg,False,FB
2017-09-25,169.250000,170.870000,171.660000,161.560000,111376579,reg,False,FB
2017-10-02,171.490000,172.230000,172.370000,168.290000,61415541,reg,False,FB
2017-10-09,172.750000,173.740000,174.880000,170.800000,61204508,reg,False,FB
2017-10-16,174.450000,174.980000,176.740000,172.630000,66891770,reg,False,FB
2017-10-23,175.200000,177.880000,178.210000,168.890000,84107190,reg,False,FB
2017-10-30,179.270000,178.920000,182.900000,176.710000,138797756,reg,False,FB
2017-11-06,178.610000,178.460000,180.747800,177.090000,60415596,reg,False,FB
2017-11-13,177.500000,179.000000,179.980000,176.400000,57988544,reg,False,FB
2017-11-20,178.860000,182.780000,183.150000,178.100000,44358993,reg,False,FB
2017-11-27,182.720000,175.100000,184.250000,172.340000,114147798,reg,False,FB
2017-12-04,176.400000,179.000000,182.280000,169.010000,105188473,reg,False,FB
2017-12-11,179.300000,180.180000,180.493400,176.600000,86692491,reg,False,FB
2017-12-18,181.000000,177.200000,181.300000,176.230000,64156606,reg,False,FB
2017-12-25,176.630000,176.460000,178.936700,174.670000,40875573,reg,False,FB
2018-01-01,177.630000,186.850000,186.900000,177.550000,62493897,reg,False,FB
2018-01-08,187.400000,179.370000,188.900000,177.400000,128057563,reg,False,FB
2018-01-15,181.700000,181.290000,182.370000,175.800000,114307659,reg,False,FB
2018-01-22,180.780000,190.000000,190.660000,180.410000,106209745,reg,False,FB
2018-01-29,188.700000,190.280000,195.320000,181.840000,165475649,reg,False,FB
2018-02-05,186.930000,176.110000,190.610000,167.180000,176854544,reg,False,FB
2018-02-12,176.990000,177.360000,180.500000,171.840000,124768917,reg,False,FB
2018-02-19,175.760000,183.290000,183.390000,175.110000,81877205,reg,False,FB
2018-02-26,184.800000,176.620000,185.660000,172.990000,95460079,reg,False,FB
2018-03-05,176.200000,185.230000,185.510000,175.890000,86125595,reg,False,FB
2018-03-12,185.260000,185.090000,186.100000,181.110000,90238907,reg,False,FB
2018-03-19,176.970000,159.390000,177.170000,159.020000,451943347,reg,False,FB
2018-03-26,160.630000,159.790000,162.850000,149.020000,324697092,reg,False,FB
2018-04-02,157.910000,157.200000,161.575000,150.510000,212319861,reg,False,FB
2018-04-09,157.820000,164.520000,168.650000,156.040000,208260418,reg,False,FB
2018-04-16,165.680000,166.280000,169.000000,163.390000,103186431,reg,False,FB
2018-04-23,167.250000,173.590000,177.100000,156.190000,206613200,reg,False,FB
2018-04-30,173.790000,176.610000,178.080000,170.230000,118904775,reg,False,FB
2018-05-07,177.200000,186.990000,188.320000,177.110000,99836468,reg,False,FB
2018-05-14,187.750000,182.680000,187.860000,182.220000,76022798,reg,False,FB
2018-05-21,183.770000,184.920000,186.910000,182.180000,66212186,reg,False,FB
2018-05-28,184.300000,193.990000,194.549200,183.710000,78225679,reg,False,FB
2018-06-04,191.900000,189.100000,195.000000,186.430000,91223272,reg,False,FB
2018-06-11,188.810000,195.850000,197.280000,188.800000,81327229,reg,False,FB
2018-06-18,194.800000,201.740000,203.550000,193.790000,101516857,reg,False,FB
2018-06-25,200.000000,194.320000,200.750000,193.110000,95891162,reg,False,FB
2018-07-02,193.330000,203.230000,203.640000,192.220000,66875416,reg,False,FB
2018-07-09,204.820000,207.320000,208.430000,201.750000,71224988,reg,False,FB
2018-07-16,207.320000,209.940000,211.500000,204.840000,69354945,reg,False,FB
2018-07-23,210.610000,174.890000,218.620000,173.000000,339670652,reg,False,FB
2018-07-30,175.210000,177.780000,178.850000,166.560000,196842755,reg,False,FB
2018-08-06,179.100000,180.260000,188.300000,178.380000,146552514,reg,False,FB
2018-08-13,180.000000,173.800000,182.610000,172.040000,125790450,reg,False,FB
2018-08-20,174.090000,174.645000,175.550000,170.910000,90675726,reg,False,FB
2018-08-27,176.000000,175.730000,179.790100,174.750000,94792602,reg,False,FB
2018-09-03,173.500000,163.040000,173.890000,160.000000,126851149,reg,False,FB
2018-09-10,163.460000,162.320000,167.190000,160.340000,111957066,reg,False,FB
2018-09-17,161.810000,162.930000,167.250000,158.865600,128030391,reg,False,FB
2018-09-24,161.000000,164.460000,171.770000,160.880000,133630306,reg,False,FB
2018-10-01,163.020000,157.330000,165.880000,156.200000,137031792,reg,False,FB
2018-10-08,155.530000,153.740000,160.590000,149.160000,134132756,reg,False,FB
2018-10-15,153.320000,154.050000,160.490000,152.550000,93642050,reg,False,FB
2018-10-22,154.760000,145.370000,157.340000,143.800000,115673324,reg,False,FB
2018-10-29,148.390000,150.350000,156.400000,139.030000,192315794,reg,False,FB
2018-11-05,150.100000,144.960000,153.010000,144.070000,95987057,reg,False,FB
2018-11-12,144.480000,139.530000,145.580000,137.770000,123323057,reg,False,FB
2018-11-19,137.500000,131.730000,137.750000,126.850000,123658067,reg,False,FB
2018-11-26,133.000000,140.610000,140.966000,131.850000,124832753,reg,False,FB
2018-12-03,142.940000,137.420000,143.679900,133.670000,104540231,reg,False,FB
2018-12-10,139.600000,144.060000,147.190000,139.010000,110353888,reg,False,FB
2018-12-17,143.080000,124.950000,145.930000,123.420000,203647372,reg,False,FB
2018-12-24,123.020000,133.200000,135.920000,123.020000,115619450,reg,False,FB
2018-12-31,134.400000,137.950000,138.000000,128.560000,104491508,reg,False,FB
2019-01-07,137.450000,143.800000,145.360000,135.910000,97592044,reg,False,FB
2019-01-14,142.020000,150.040000,152.430000,141.270000,109432340,reg,False,FB
2019-01-21,149.060000,149.010000,151.530000,142.520000,85683581,reg,False,FB
2019-01-28,148.050000,165.710000,171.680000,143.430000,185793791,reg,False,FB
2019-02-04,165.550000,167.330000,172.470000,163.620000,85953647,reg,False,FB
2019-02-11,167.750000,162.500000,168.340000,160.860000,71568178,reg,False,FB
2019-02-18,160.350000,161.890000,164.150000,159.590000,57582378,reg,False,FB
2019-02-25,163.070000,162.280000,166.240000,160.410000,67417661,reg,False,FB
2019-03-04,163.900000,169.600000,173.570000,163.830000,100105637,reg,False,FB
2019-03-11,171.600000,165.980000,174.300000,162.510000,98175891,reg,False,FB
2019-03-18,163.570000,164.340000,167.420000,159.280000,115959345,reg,False,FB
2019-03-25,163.000000,166.690000,169.450000,162.000000,62834074,reg,False,FB
2019-04-01,167.830000,175.700000,178.000000,167.278900,89359941,reg,False,FB
2019-04-08,175.210000,179.100000,179.630000,174.230000,59150668,reg,False,FB
2019-04-15,178.500000,178.280000,180.740000,176.870000,43679295,reg,False,FB
2019-04-22,178.250000,191.490000,198.480000,178.250000,146858365,reg,False,FB
2019-04-29,190.950000,195.470000,197.390000,189.750000,86917531,reg,False,FB
2019-05-06,191.240000,188.340000,194.280000,184.590000,68299211,reg,False,FB
2019-05-13,183.500000,185.300000,188.575000,178.100000,74646874,reg,False,FB
2019-05-20,181.880000,181.060000,186.740000,179.670000,48645138,reg,False,FB
2019-05-27,181.540000,177.470000,184.711900,177.160000,51449073,reg,False,FB
2019-06-03,175.000000,173.350000,175.050000,160.840000,151225879,reg,False,FB
2019-06-10,174.750000,181.330000,181.839800,172.880000,76761628,reg,False,FB
2019-06-17,185.010000,191.140000,194.530000,184.410500,125835224,reg,False,FB
2019-06-24,192.420000,193.000000,193.980000,187.310000,72605729,reg,False,FB
2019-07-01,195.210000,196.400000,197.400000,191.930000,44664895,reg,False,FB
2019-07-08,195.190000,204.870000,205.300000,193.640000,74038900,reg,False,FB
2019-07-15,204.250000,198.360000,205.470700,198.070000,64301585,reg,False,FB
2019-07-22,199.910000,199.750000,208.660000,196.250000,125029098,reg,False,FB
2019-07-29,199.000000,189.020000,199.630000,188.070000,76101891,reg,False,FB
2019-08-05,184.690000,187.850000,190.980000,179.340000,82843265,reg,False,FB
2019-08-12,186.850000,183.700000,191.380000,179.310000,69397790,reg,False,FB
2019-08-19,186.010000,177.750000,187.500000,176.660000,56357531,reg,False,FB
2019-08-26,179.400000,185.670000,186.801700,178.240000,53502238,reg,False,FB
2019-09-02,184.000000,187.490000,191.360000,182.110000,50230199,reg,False,FB
2019-09-09,187.730000,187.190000,190.930000,184.550000,64800820,reg,False,FB
2019-09-16,186.930000,189.930000,193.100000,185.540000,58976775,reg,False,FB
2019-09-23,189.340000,177.100000,190.100000,175.660000,82429981,reg,False,FB
2019-09-30,177.870000,180.450000,180.980000,173.090000,71972843,reg,False,FB
2019-10-07,180.000000,184.190000,186.490000,177.720000,51073295,reg,False,FB
2019-10-14,184.200000,185.850000,191.490000,182.573500,59551537,reg,False,FB
2019-10-21,187.040000,187.890000,190.650000,181.500000,60372401,reg,False,FB
2019-10-28,187.200000,193.620000,198.090000,185.080000,119965657,reg,False,FB
2019-11-04,194.550000,190.840000,197.367200,189.470000,61524047,reg,False,FB
2019-11-11,189.930000,195.100000,195.700000,188.540000,57853151,reg,False,FB
2019-11-18,194.560000,198.820000,200.000000,193.050000,69707440,reg,False,FB
2019-11-25,199.515000,201.640000,203.800000,198.038700,47780905,reg,False,FB
2019-12-02,202.130000,201.050000,202.180000,195.080000,55051004,reg,False,FB
2019-12-09,200.650000,194.110000,203.660000,193.170000,72113619,reg,False,FB
2019-12-16,195.270000,206.300000,207.710000,194.810000,92508494,reg,False,FB
2019-12-23,206.700000,208.100000,208.930000,205.000000,39055374,reg,False,FB
2019-12-30,207.860000,208.670000,210.400000,203.600100,42785320,reg,False,FB
2020-01-06,206.700000,218.060000,219.880000,206.520000,70485432,reg,False,FB
2020-01-13,219.596500,222.140000,222.630000,218.630000,63767585,reg,False,FB
2020-01-20,222.155000,217.940000,222.750000,216.110000,49589422,reg,False,FB
2020-01-27,213.100000,201.910000,224.200000,201.060000,140969912,reg,False,FB
2020-02-03,203.440000,212.330000,212.820000,202.500000,70487616,reg,False,FB
2020-02-10,211.520000,214.180000,214.930000,206.510200,76839236,reg,False,FB
2020-02-17,213.550000,210.180000,218.765000,208.830500,54972785,reg,False,FB
2020-02-24,201.800000,192.470000,203.650000,181.820000,115334874,reg,False,FB
2020-03-02,194.030000,181.090000,197.240000,176.260000,119888507,reg,False,FB
2020-03-09,169.600000,170.280000,178.290000,154.340000,153158998,reg,False,FB
2020-03-16,152.320000,149.730000,159.929400,137.100600,183359861,reg,False,FB
2020-03-23,149.660000,156.790000,164.000000,142.250000,146914295,reg,False,FB
2020-03-30,159.180000,154.180000,170.930000,150.830000,112568693,reg,False,FB
2020-04-06,160.150000,175.190000,177.080000,158.510000,105063985,reg,False,FB
2020-04-13,173.670000,179.240000,181.225000,169.450000,102358152,reg,False,FB
2020-04-20,177.410000,190.070000,190.410000,168.340800,124626255,reg,False,FB
2020-04-27,192.657000,202.270000,209.690000,182.560000,173528954,reg,False,FB
2020-05-04,200.200000,212.350000,213.210000,198.756200,89854883,reg,False,FB
2020-05-11,210.886500,210.880000,215.275000,200.690000,84863255,reg,False,FB
2020-05-18,212.150000,234.910000,237.200000,210.940000,183881670,reg,False,FB
2020-05-25,239.770000,225.090000,240.900000,221.134700,120621360,reg,False,FB
2020-06-01,224.590000,230.770000,233.000000,223.500000,88315058,reg,False,FB
2020-06-08,229.030000,228.580000,241.210000,223.550000,112449630,reg,False,FB
2020-06-15,225.090000,238.790000,240.830000,224.800000,96018823,reg,False,FB
2020-06-22,238.560000,216.080000,245.185300,215.400000,158818879,reg,False,FB
2015-06-29,114.160000,114.970000,115.670000,113.000000,25549869,reg,False,DIS
2015-07-06,114.450000,116.440000,117.430000,114.270000,36723153,reg,False,DIS
2015-07-13,117.750000,118.860000,119.150000,117.250000,28915050,reg,False,DIS
2015-07-20,119.290000,118.910000,119.900000,118.570000,24118266,reg,False,DIS
2015-07-27,118.700000,120.000000,120.720000,117.780000,27907442,reg,False,DIS
2015-08-03,120.900000,109.350000,122.080000,104.240000,155029210,reg,False,DIS
2015-08-10,110.000000,107.160000,111.000000,105.510000,59070507,reg,False,DIS
2015-08-17,107.300000,98.840000,109.280000,96.610000,94986976,reg,False,DIS
2015-08-24,93.380000,102.480000,103.340000,90.000000,91532011,reg,False,DIS
2015-08-31,102.300000,100.970000,103.030000,99.157800,53046118,reg,False,DIS
2015-09-07,102.950000,104.480000,104.950000,101.331000,36704882,reg,False,DIS
2015-09-14,104.650000,102.840000,105.950000,101.830000,43993016,reg,False,DIS
2015-09-21,103.660000,100.300000,103.830000,99.240000,39187056,reg,False,DIS
2015-09-28,99.900000,103.000000,103.470000,97.770000,43504607,reg,False,DIS
2015-10-05,103.670000,105.560000,106.050000,102.610100,34654423,reg,False,DIS
2015-10-12,105.910000,108.240000,108.500000,105.230000,31733431,reg,False,DIS
2015-10-19,108.250000,113.090000,114.210000,107.940000,44415141,reg,False,DIS
2015-10-26,113.070000,113.740000,115.400000,112.120000,32666733,reg,False,DIS
2015-11-02,114.400000,115.670000,116.830000,110.810000,66469565,reg,False,DIS
2015-11-09,115.900000,114.840000,117.580000,114.380000,39240733,reg,False,DIS
2015-11-16,113.490000,120.070000,120.250000,113.335000,35871945,reg,False,DIS
2015-11-23,120.300000,115.130000,120.650000,113.700000,35808150,reg,False,DIS
2015-11-30,115.560000,114.240000,115.580000,111.440000,52462162,reg,False,DIS
2015-12-07,114.560000,108.040000,114.560000,107.617700,42634867,reg,False,DIS
2015-12-14,108.785000,107.720000,114.750000,107.350000,73120691,reg,False,DIS
2015-12-21,108.800000,105.860000,110.100000,104.300000,48220745,reg,False,DIS
2015-12-28,106.500000,105.080000,108.200000,105.060000,29287030,reg,False,DIS
2016-01-04,103.370000,99.250000,103.430000,98.520000,68050654,reg,False,DIS
2016-01-11,100.230000,93.900000,101.880000,93.460000,63547009,reg,False,DIS
2016-01-18,95.000000,96.900000,97.420000,90.420000,54586865,reg,False,DIS
2016-01-25,96.680000,95.820000,96.680000,92.370000,36580985,reg,False,DIS
2016-02-01,95.080000,93.900000,96.730000,92.420000,42398437,reg,False,DIS
2016-02-08,92.560000,91.150000,93.200000,86.250000,93947223,reg,False,DIS
2016-02-15,92.490000,95.010000,96.450000,91.790000,37272993,reg,False,DIS
2016-02-22,96.250000,95.310000,97.000000,93.230000,30019181,reg,False,DIS
2016-02-29,95.310000,98.480000,99.210000,95.230000,36754000,reg,False,DIS
2016-03-07,98.550000,97.940000,99.710000,95.870000,31517887,reg,False,DIS
2016-03-14,97.940000,99.200000,100.150000,97.390000,34787490,reg,False,DIS
2016-03-21,98.900000,97.220000,99.119900,96.300000,24641336,reg,False,DIS
2016-03-28,97.590000,99.070000,100.370000,97.362000,29099675,reg,False,DIS
2016-04-04,99.300000,96.420000,99.440000,95.800000,37613950,reg,False,DIS
2016-04-11,96.930000,98.590000,99.866000,96.070000,32984172,reg,False,DIS
2016-04-18,99.600000,103.770000,104.120000,99.500000,41573134,reg,False,DIS
2016-04-25,103.510000,103.260000,105.600000,102.400000,31231233,reg,False,DIS
2016-05-02,103.450000,105.540000,105.740000,102.800000,31847559,reg,False,DIS
2016-05-09,106.010000,100.520000,106.750000,100.360000,71197500,reg,False,DIS
2016-05-16,100.410000,99.780000,101.290000,97.510000,41490975,reg,False,DIS
2016-05-23,99.600000,100.290000,100.800000,99.120000,24960119,reg,False,DIS
2016-05-30,99.850000,98.750000,99.890000,97.730000,29327551,reg,False,DIS
2016-06-06,98.950000,97.340000,99.120000,96.780000,28644881,reg,False,DIS
2016-06-13,96.750000,99.000000,99.140100,96.700000,37644366,reg,False,DIS
2016-06-20,100.080000,95.720000,100.960000,95.140000,39326037,reg,False,DIS
2016-06-27,94.910000,98.030000,98.640000,94.000000,36063043,reg,False,DIS
2016-07-04,97.750000,99.620000,99.850000,96.760000,23261541,reg,False,DIS
2016-07-11,99.800000,99.800000,100.800000,99.400000,32657004,reg,False,DIS
2016-07-18,99.900000,97.710000,100.709000,97.140000,33910088,reg,False,DIS
2016-07-25,97.770000,95.950000,98.060000,95.820000,33989198,reg,False,DIS
2016-08-01,96.150000,95.830000,96.425000,94.560000,40411243,reg,False,DIS
2016-08-08,96.110000,96.840000,99.270000,95.300000,69116205,reg,False,DIS
2016-08-15,97.350000,96.390000,97.610000,96.050000,28387741,reg,False,DIS
2016-08-22,96.470000,95.210000,96.470000,94.750000,26942324,reg,False,DIS
2016-08-29,95.070000,94.420000,95.320000,93.910000,33779483,reg,False,DIS
2016-09-05,94.530000,92.420000,94.530000,92.390000,32431471,reg,False,DIS
2016-09-12,91.960000,92.560000,93.860000,91.190000,41685763,reg,False,DIS
2016-09-19,92.800000,93.270000,93.710000,91.700000,34549505,reg,False,DIS
2016-09-26,92.470000,92.860000,93.493200,91.400000,44289338,reg,False,DIS
2016-10-03,92.470000,92.490000,93.580000,92.020000,30732012,reg,False,DIS
2016-10-10,92.800000,91.300000,93.210000,90.315000,27799619,reg,False,DIS
2016-10-17,91.350000,93.030000,94.190000,90.560000,36133619,reg,False,DIS
2016-10-24,93.490000,93.850000,94.400000,91.900000,34770663,reg,False,DIS
2016-10-31,93.720000,92.450000,94.130000,91.660000,38331498,reg,False,DIS
2016-11-07,93.770000,97.680000,98.320000,92.110000,58644659,reg,False,DIS
2016-11-14,97.850000,98.240000,99.500000,97.420000,47344155,reg,False,DIS
2016-11-21,98.060000,98.820000,99.070000,97.000000,26658009,reg,False,DIS
2016-11-28,98.520000,98.500000,100.289500,98.250000,44567928,reg,False,DIS
2016-12-05,98.980000,104.860000,105.523700,98.680000,60713487,reg,False,DIS
2016-12-12,104.610000,103.910000,105.640000,103.500000,44616210,reg,False,DIS
2016-12-19,105.750000,105.150000,106.260000,104.510000,34094956,reg,False,DIS
2016-12-26,104.850000,104.220000,105.556000,103.870000,21698294,reg,False,DIS
2017-01-02,105.300000,108.980000,109.350000,105.205000,33060547,reg,False,DIS
2017-01-09,108.580000,108.060000,109.490100,106.900000,36421744,reg,False,DIS
2017-01-16,107.980000,107.660000,108.930000,106.810000,25748548,reg,False,DIS
2017-01-23,107.340000,109.300000,109.400000,106.570000,29019331,reg,False,DIS
2017-01-30,109.860000,110.300000,111.990000,108.960000,47220056,reg,False,DIS
2017-02-06,109.920000,109.260000,111.420000,108.581400,44738220,reg,False,DIS
2017-02-13,109.020000,110.060000,110.870000,108.900000,31038656,reg,False,DIS
2017-02-20,109.940000,110.320000,110.490000,109.100000,21168603,reg,False,DIS
2017-02-27,109.930000,111.240000,111.800000,109.830000,26291386,reg,False,DIS
2017-03-06,110.772000,110.920000,111.500000,110.090000,23060576,reg,False,DIS
2017-03-13,110.920000,111.760000,112.890000,110.820000,31277226,reg,False,DIS
2017-03-20,112.070000,112.140000,113.160000,111.350000,33326020,reg,False,DIS
2017-03-27,111.810000,113.390000,113.710000,111.450000,23342135,reg,False,DIS
2017-04-03,113.180000,112.580000,113.840000,112.390000,21869408,reg,False,DIS
2017-04-10,112.800000,113.200000,114.250100,112.040000,19901467,reg,False,DIS
2017-04-17,113.330000,114.440000,115.120000,113.000000,28548515,reg,False,DIS
2017-04-24,115.260000,115.600000,116.100000,113.660000,26921185,reg,False,DIS
2017-05-01,115.590000,111.990000,115.610000,109.060000,39651674,reg,False,DIS
2017-05-08,112.040000,109.690000,112.390000,108.130000,45467501,reg,False,DIS
2017-05-15,109.730000,107.520000,110.080000,105.230000,41920422,reg,False,DIS
2017-05-22,107.710000,108.410000,108.490000,106.775000,31702241,reg,False,DIS
2017-05-29,108.490000,107.180000,108.650000,106.950000,31561260,reg,False,DIS
2017-06-05,107.040000,105.620000,107.220000,104.080000,42134874,reg,False,DIS
2017-06-12,105.970000,105.510000,107.260000,104.765000,31742753,reg,False,DIS
2017-06-19,105.600000,104.360000,106.000000,103.170000,45921441,reg,False,DIS
2017-06-26,104.600000,106.250000,107.540000,104.520000,31818364,reg,False,DIS
2017-07-03,106.760000,103.320000,108.620000,102.720000,28170991,reg,False,DIS
2017-07-10,103.300000,105.090000,105.340000,102.870000,23891667,reg,False,DIS
2017-07-17,105.170000,107.090000,107.710000,104.310000,26017650,reg,False,DIS
2017-07-24,107.310000,109.960000,110.190000,106.200000,29492380,reg,False,DIS
2017-07-31,110.020000,107.690000,110.830000,107.320000,37014925,reg,False,DIS
2017-08-07,107.610000,101.990000,107.650000,100.500000,67428107,reg,False,DIS
2017-08-14,102.800000,100.700000,102.810000,100.660000,38780953,reg,False,DIS
2017-08-21,100.640000,102.410000,102.980000,100.530000,32499223,reg,False,DIS
2017-08-28,102.500000,101.500000,103.450000,101.000000,35866551,reg,False,DIS
2017-09-04,102.000000,97.070000,102.550000,96.200000,56690950,reg,False,DIS
2017-09-11,97.900000,98.520000,98.949100,96.960000,59957645,reg,False,DIS
2017-09-18,98.390000,98.600000,99.390000,97.720000,31760088,reg,False,DIS
2017-09-25,98.600000,98.570000,99.740000,97.660000,36645085,reg,False,DIS
2017-10-02,99.310000,100.070000,100.930000,99.110000,26594044,reg,False,DIS
2017-10-09,100.810000,97.380000,100.980000,96.800000,38994241,reg,False,DIS
2017-10-16,97.640000,99.400000,99.660000,97.540000,27831438,reg,False,DIS
2017-10-23,99.120000,98.310000,99.480000,96.890000,30035013,reg,False,DIS
2017-10-30,98.120000,98.640000,99.460000,97.384200,31931988,reg,False,DIS
2017-11-06,98.370000,104.780000,106.240000,98.350000,64803432,reg,False,DIS
2017-11-13,104.140000,103.440000,105.140000,102.448800,34388438,reg,False,DIS
2017-11-20,103.420000,102.640000,103.420000,102.450000,17196752,reg,False,DIS
2017-11-27,102.620000,105.250000,106.260000,102.170000,46119134,reg,False,DIS
2017-12-04,106.500000,104.230000,112.670000,104.077500,55486444,reg,False,DIS
2017-12-11,104.870000,111.270000,112.000000,104.770000,73499184,reg,False,DIS
2017-12-18,111.840000,108.670000,112.390000,108.450000,48228897,reg,False,DIS
2017-12-25,108.490000,107.510000,109.370000,107.060000,17622579,reg,False,DIS
2018-01-01,108.950000,111.620000,113.190000,108.560000,33677923,reg,False,DIS
2018-01-08,110.890000,112.470000,112.720000,109.010000,32277426,reg,False,DIS
2018-01-15,113.070000,110.590000,113.160000,109.840000,33685102,reg,False,DIS
2018-01-22,110.270000,112.190000,112.532400,109.890000,36797261,reg,False,DIS
2018-01-29,112.100000,108.700000,112.450000,107.360000,44549571,reg,False,DIS
2018-02-05,107.100000,103.090000,108.630000,100.260000,70465219,reg,False,DIS
2018-02-12,103.930000,106.530000,107.345000,102.100000,40699353,reg,False,DIS
2018-02-19,106.370000,107.250000,107.565000,104.930000,24041058,reg,False,DIS
2018-02-26,108.000000,102.990000,109.810000,101.330000,51401249,reg,False,DIS
2018-03-05,102.671000,104.730000,104.950000,102.420000,30413142,reg,False,DIS
2018-03-12,104.715000,102.870000,105.940000,102.840000,35080419,reg,False,DIS
2018-03-19,102.800000,98.540000,102.950000,98.450000,37411717,reg,False,DIS
2018-03-26,99.860000,100.440000,101.280000,98.150000,32976884,reg,False,DIS
2018-04-02,100.180000,100.350000,102.380000,97.700000,39222749,reg,False,DIS
2018-04-09,100.680000,100.350000,101.650000,99.580000,35386035,reg,False,DIS
2018-04-16,100.690000,100.240000,102.710000,99.730000,38919216,reg,False,DIS
2018-04-23,100.550000,99.230000,101.490000,98.860000,37511666,reg,False,DIS
2018-04-30,100.410000,101.150000,101.373600,97.680000,44992272,reg,False,DIS
2018-05-07,102.350000,102.070000,102.680000,99.300000,58719602,reg,False,DIS
2018-05-14,102.440000,103.930000,105.480000,101.980000,36513790,reg,False,DIS
2018-05-21,104.220000,102.200000,105.490000,101.210000,35323692,reg,False,DIS
2018-05-28,100.550000,99.360000,101.650000,98.809000,34954507,reg,False,DIS
2018-06-04,99.760000,103.980000,103.990000,99.700000,35054898,reg,False,DIS
2018-06-11,103.930000,108.850000,109.490000,102.670000,73637549,reg,False,DIS
2018-06-18,107.000000,106.340000,107.900000,105.760000,53777379,reg,False,DIS
2018-06-25,106.025000,104.810000,106.080000,103.480100,36427606,reg,False,DIS
2018-07-02,104.150000,104.780000,105.950000,103.500000,18233320,reg,False,DIS
2018-07-09,105.010000,110.000000,110.240000,104.750000,34813002,reg,False,DIS
2018-07-16,109.304800,111.480000,114.680000,108.770000,53337975,reg,False,DIS
2018-07-23,111.050000,112.620000,114.561700,109.630000,33030947,reg,False,DIS
2018-07-30,112.200000,114.090000,114.095000,111.680000,28862112,reg,False,DIS
2018-08-06,114.620000,112.680000,117.900000,112.400000,52691946,reg,False,DIS
2018-08-13,112.660000,112.480000,113.330000,111.470000,25439718,reg,False,DIS
2018-08-20,112.930000,111.930000,113.000000,111.440000,22457823,reg,False,DIS
2018-08-27,112.490000,112.020000,112.890000,111.560000,20026018,reg,False,DIS
2018-09-03,111.800000,110.970000,112.000000,109.360000,22802178,reg,False,DIS
2018-09-10,111.440000,109.260000,111.907500,108.880000,26494028,reg,False,DIS
2018-09-17,109.545000,110.400000,111.980000,108.230000,49370955,reg,False,DIS
2018-09-24,112.270000,116.940000,117.460000,111.700000,45105345,reg,False,DIS
2018-10-01,117.280000,114.780000,118.100000,114.730000,33476717,reg,False,DIS
2018-10-08,114.830000,112.610000,117.770000,110.320000,37429746,reg,False,DIS
2018-10-15,111.930000,118.900000,119.170000,111.890000,37856161,reg,False,DIS
2018-10-22,119.050000,113.190000,119.690000,111.250000,44035878,reg,False,DIS
2018-10-29,114.450000,115.180000,116.950000,111.960000,38954052,reg,False,DIS
2018-11-05,115.740000,118.000000,120.200000,115.120000,49160558,reg,False,DIS
2018-11-12,118.000000,116.190000,118.460000,115.700000,35161438,reg,False,DIS
2018-11-19,116.000000,112.080000,117.830000,111.520000,31394023,reg,False,DIS
2018-11-26,113.180000,115.490000,117.140000,111.920000,51092375,reg,False,DIS
2018-12-03,116.650000,111.980000,116.920000,111.160000,38931306,reg,False,DIS
2018-12-10,111.980000,112.200000,113.980000,109.530100,36186923,reg,False,DIS
2018-12-17,112.290000,104.220000,112.890000,103.860000,48748869,reg,False,DIS
